"scaff" "geneID" "CHROM"
"1" "ScA8VGg_100;HRSCAF=169" "LOC110178064" "NA"
"11187" "ScA8VGg_76;HRSCAF=120" "LOC110188686" "3R"
"11188" "ScA8VGg_76;HRSCAF=120" "LOC110188687" "3R"
"11189" "ScA8VGg_76;HRSCAF=120" "LOC110188682" "3R"
"11190" "ScA8VGg_76;HRSCAF=120" "LOC110188685" "3R"
"11191" "ScA8VGg_76;HRSCAF=120" "LOC110188353" "3R"
"11192" "ScA8VGg_76;HRSCAF=120" "LOC110188354" "3R"
"11193" "ScA8VGg_76;HRSCAF=120" "LOC110188352" "3R"
"11194" "ScA8VGg_76;HRSCAF=120" "LOC110188555" "3R"
"11195" "ScA8VGg_76;HRSCAF=120" "LOC110188556" "3R"
"11196" "ScA8VGg_76;HRSCAF=120" "LOC110188472" "3R"
"11197" "ScA8VGg_76;HRSCAF=120" "LOC110188226" "3R"
"11198" "ScA8VGg_76;HRSCAF=120" "LOC110188498" "3R"
"11199" "ScA8VGg_76;HRSCAF=120" "LOC110188575" "3R"
"11200" "ScA8VGg_76;HRSCAF=120" "LOC110188602" "3R"
"11201" "ScA8VGg_76;HRSCAF=120" "LOC110188427" "3R"
"11202" "ScA8VGg_76;HRSCAF=120" "LOC110188417" "3R"
"11203" "ScA8VGg_76;HRSCAF=120" "LOC110188623" "3R"
"11204" "ScA8VGg_76;HRSCAF=120" "LOC110188545" "3R"
"11205" "ScA8VGg_76;HRSCAF=120" "LOC110188540" "3R"
"11206" "ScA8VGg_76;HRSCAF=120" "LOC110188560" "3R"
"11207" "ScA8VGg_76;HRSCAF=120" "LOC110188632" "3R"
"11208" "ScA8VGg_76;HRSCAF=120" "LOC110188341" "3R"
"11209" "ScA8VGg_76;HRSCAF=120" "LOC110188569" "3R"
"11210" "ScA8VGg_76;HRSCAF=120" "LOC110188414" "3R"
"11211" "ScA8VGg_76;HRSCAF=120" "LOC110188413" "3R"
"11212" "ScA8VGg_76;HRSCAF=120" "LOC110188291" "3R"
"11213" "ScA8VGg_76;HRSCAF=120" "LOC110188307" "3R"
"11214" "ScA8VGg_76;HRSCAF=120" "LOC110188308" "3R"
"11215" "ScA8VGg_76;HRSCAF=120" "LOC110188457" "3R"
"11216" "ScA8VGg_76;HRSCAF=120" "LOC110188309" "3R"
"11217" "ScA8VGg_76;HRSCAF=120" "LOC110188456" "3R"
"11218" "ScA8VGg_76;HRSCAF=120" "LOC110188311" "3R"
"11219" "ScA8VGg_76;HRSCAF=120" "LOC110188455" "3R"
"11220" "ScA8VGg_76;HRSCAF=120" "LOC110188693" "3R"
"11221" "ScA8VGg_76;HRSCAF=120" "LOC110188696" "3R"
"11222" "ScA8VGg_76;HRSCAF=120" "LOC110188454" "3R"
"11223" "ScA8VGg_76;HRSCAF=120" "LOC110188697" "3R"
"11224" "ScA8VGg_76;HRSCAF=120" "LOC110188691" "3R"
"11225" "ScA8VGg_76;HRSCAF=120" "LOC110188692" "3R"
"11226" "ScA8VGg_76;HRSCAF=120" "LOC110188695" "3R"
"11227" "ScA8VGg_76;HRSCAF=120" "LOC110188690" "3R"
"11228" "ScA8VGg_76;HRSCAF=120" "LOC110188698" "3R"
"11229" "ScA8VGg_76;HRSCAF=120" "LOC110188675" "3R"
"11230" "ScA8VGg_76;HRSCAF=120" "LOC110188481" "3R"
"11231" "ScA8VGg_76;HRSCAF=120" "LOC110188466" "3R"
"11232" "ScA8VGg_76;HRSCAF=120" "LOC110188553" "3R"
"11233" "ScA8VGg_76;HRSCAF=120" "LOC110188453" "3R"
"11234" "ScA8VGg_76;HRSCAF=120" "LOC110188447" "3R"
"11235" "ScA8VGg_76;HRSCAF=120" "LOC110188611" "3R"
"11236" "ScA8VGg_76;HRSCAF=120" "LOC110188579" "3R"
"11237" "ScA8VGg_76;HRSCAF=120" "LOC110188631" "3R"
"11238" "ScA8VGg_76;HRSCAF=120" "LOC110188586" "3R"
"11239" "ScA8VGg_76;HRSCAF=120" "LOC110188583" "3R"
"11240" "ScA8VGg_76;HRSCAF=120" "LOC110188505" "3R"
"11241" "ScA8VGg_76;HRSCAF=120" "LOC110188548" "3R"
"11242" "ScA8VGg_76;HRSCAF=120" "LOC110188753" "3R"
"11243" "ScA8VGg_76;HRSCAF=120" "LOC110188547" "3R"
"11244" "ScA8VGg_76;HRSCAF=120" "LOC110188546" "3R"
"11245" "ScA8VGg_76;HRSCAF=120" "LOC110188267" "3R"
"11246" "ScA8VGg_76;HRSCAF=120" "LOC110188374" "3R"
"11247" "ScA8VGg_76;HRSCAF=120" "LOC110188523" "3R"
"11248" "ScA8VGg_76;HRSCAF=120" "LOC110188522" "3R"
"11249" "ScA8VGg_76;HRSCAF=120" "LOC110188338" "3R"
"11250" "ScA8VGg_76;HRSCAF=120" "LOC110188339" "3R"
"11251" "ScA8VGg_76;HRSCAF=120" "LOC110188629" "3R"
"11252" "ScA8VGg_76;HRSCAF=120" "LOC110188286" "3R"
"11253" "ScA8VGg_76;HRSCAF=120" "LOC110188287" "3R"
"11254" "ScA8VGg_76;HRSCAF=120" "LOC110188446" "3R"
"11255" "ScA8VGg_76;HRSCAF=120" "LOC110188526" "3R"
"11256" "ScA8VGg_76;HRSCAF=120" "LOC110188412" "3R"
"11257" "ScA8VGg_76;HRSCAF=120" "LOC110188570" "3R"
"11258" "ScA8VGg_76;HRSCAF=120" "LOC110188537" "3R"
"11259" "ScA8VGg_76;HRSCAF=120" "LOC110188405" "3R"
"11260" "ScA8VGg_76;HRSCAF=120" "LOC110188734" "3R"
"11261" "ScA8VGg_76;HRSCAF=120" "LOC110188225" "3R"
"11262" "ScA8VGg_76;HRSCAF=120" "LOC110188507" "3R"
"11263" "ScA8VGg_76;HRSCAF=120" "LOC110188578" "3R"
"11264" "ScA8VGg_76;HRSCAF=120" "LOC110188416" "3R"
"11265" "ScA8VGg_76;HRSCAF=120" "LOC110188415" "3R"
"11266" "ScA8VGg_76;HRSCAF=120" "LOC110188367" "3R"
"11267" "ScA8VGg_76;HRSCAF=120" "LOC110188368" "3R"
"11268" "ScA8VGg_76;HRSCAF=120" "LOC110188370" "3R"
"11269" "ScA8VGg_76;HRSCAF=120" "LOC110188369" "3R"
"11270" "ScA8VGg_76;HRSCAF=120" "LOC110188444" "3R"
"11271" "ScA8VGg_76;HRSCAF=120" "LOC110188609" "3R"
"11272" "ScA8VGg_76;HRSCAF=120" "LOC110188371" "3R"
"11273" "ScA8VGg_76;HRSCAF=120" "LOC110188295" "3R"
"11274" "ScA8VGg_76;HRSCAF=120" "LOC110188293" "3R"
"11275" "ScA8VGg_76;HRSCAF=120" "LOC110188294" "3R"
"11276" "ScA8VGg_76;HRSCAF=120" "LOC110188224" "3R"
"11277" "ScA8VGg_76;HRSCAF=120" "LOC110188443" "3R"
"11278" "ScA8VGg_76;HRSCAF=120" "LOC110188296" "3R"
"11279" "ScA8VGg_76;HRSCAF=120" "LOC110188407" "3R"
"11280" "ScA8VGg_76;HRSCAF=120" "LOC110188327" "3R"
"11281" "ScA8VGg_76;HRSCAF=120" "LOC110188325" "3R"
"11282" "ScA8VGg_76;HRSCAF=120" "LOC110188322" "3R"
"11283" "ScA8VGg_76;HRSCAF=120" "LOC110188321" "3R"
"11284" "ScA8VGg_76;HRSCAF=120" "LOC110188300" "3R"
"11285" "ScA8VGg_76;HRSCAF=120" "LOC110188758" "3R"
"11286" "ScA8VGg_76;HRSCAF=120" "LOC110188759" "3R"
"11287" "ScA8VGg_76;HRSCAF=120" "LOC110188761" "3R"
"11288" "ScA8VGg_76;HRSCAF=120" "LOC110188757" "3R"
"11289" "ScA8VGg_76;HRSCAF=120" "LOC110188582" "3R"
"11290" "ScA8VGg_76;HRSCAF=120" "LOC110188357" "3R"
"11291" "ScA8VGg_76;HRSCAF=120" "LOC110188356" "3R"
"11292" "ScA8VGg_76;HRSCAF=120" "LOC110188524" "3R"
"11293" "ScA8VGg_76;HRSCAF=120" "LOC110188484" "3R"
"11294" "ScA8VGg_76;HRSCAF=120" "LOC110188487" "3R"
"11295" "ScA8VGg_76;HRSCAF=120" "LOC110188251" "3R"
"11296" "ScA8VGg_76;HRSCAF=120" "LOC110188644" "3R"
"11297" "ScA8VGg_76;HRSCAF=120" "LOC110188442" "3R"
"11298" "ScA8VGg_76;HRSCAF=120" "LOC110188639" "3R"
"11299" "ScA8VGg_76;HRSCAF=120" "LOC110188216" "3R"
"11300" "ScA8VGg_76;HRSCAF=120" "LOC110188563" "3R"
"11301" "ScA8VGg_76;HRSCAF=120" "LOC110188588" "3R"
"11302" "ScA8VGg_76;HRSCAF=120" "LOC110188730" "3R"
"11303" "ScA8VGg_76;HRSCAF=120" "LOC110188731" "3R"
"11304" "ScA8VGg_76;HRSCAF=120" "LOC110188733" "3R"
"11305" "ScA8VGg_76;HRSCAF=120" "LOC110188732" "3R"
"11306" "ScA8VGg_76;HRSCAF=120" "LOC110188729" "3R"
"11307" "ScA8VGg_76;HRSCAF=120" "LOC110188728" "3R"
"11308" "ScA8VGg_76;HRSCAF=120" "LOC110188441" "3R"
"11309" "ScA8VGg_76;HRSCAF=120" "LOC110188653" "3R"
"11310" "ScA8VGg_76;HRSCAF=120" "LOC110188246" "3R"
"11311" "ScA8VGg_76;HRSCAF=120" "LOC110188245" "3R"
"11312" "ScA8VGg_76;HRSCAF=120" "LOC110188244" "3R"
"11313" "ScA8VGg_76;HRSCAF=120" "LOC110188501" "3R"
"11314" "ScA8VGg_76;HRSCAF=120" "LOC110188437" "3R"
"11315" "ScA8VGg_76;HRSCAF=120" "LOC110188436" "3R"
"11316" "ScA8VGg_76;HRSCAF=120" "LOC110188435" "3R"
"11317" "ScA8VGg_76;HRSCAF=120" "LOC110188434" "3R"
"11318" "ScA8VGg_76;HRSCAF=120" "LOC110188674" "3R"
"11319" "ScA8VGg_76;HRSCAF=120" "LOC110188433" "3R"
"11320" "ScA8VGg_76;HRSCAF=120" "LOC110188361" "3R"
"11321" "ScA8VGg_76;HRSCAF=120" "LOC110188362" "3R"
"11322" "ScA8VGg_76;HRSCAF=120" "LOC110188672" "3R"
"11323" "ScA8VGg_76;HRSCAF=120" "LOC110188726" "3R"
"11324" "ScA8VGg_76;HRSCAF=120" "LOC110188727" "3R"
"11325" "ScA8VGg_76;HRSCAF=120" "LOC110188725" "3R"
"11326" "ScA8VGg_76;HRSCAF=120" "LOC110188724" "3R"
"11327" "ScA8VGg_76;HRSCAF=120" "LOC110188528" "3R"
"11328" "ScA8VGg_76;HRSCAF=120" "LOC110188379" "3R"
"11329" "ScA8VGg_76;HRSCAF=120" "LOC110188500" "3R"
"11330" "ScA8VGg_76;HRSCAF=120" "LOC110188525" "3R"
"11331" "ScA8VGg_76;HRSCAF=120" "LOC110188634" "3R"
"11332" "ScA8VGg_76;HRSCAF=120" "LOC110188222" "3R"
"11333" "ScA8VGg_76;HRSCAF=120" "LOC110188223" "3R"
"11334" "ScA8VGg_76;HRSCAF=120" "LOC110188678" "3R"
"11335" "ScA8VGg_76;HRSCAF=120" "LOC110188677" "3R"
"11336" "ScA8VGg_76;HRSCAF=120" "LOC110188676" "3R"
"11337" "ScA8VGg_76;HRSCAF=120" "LOC110188387" "3R"
"11338" "ScA8VGg_76;HRSCAF=120" "LOC110188432" "3R"
"11339" "ScA8VGg_76;HRSCAF=120" "LOC110188576" "3R"
"11340" "ScA8VGg_76;HRSCAF=120" "LOC110188638" "3R"
"11341" "ScA8VGg_76;HRSCAF=120" "LOC110188613" "3R"
"11342" "ScA8VGg_76;HRSCAF=120" "LOC110188619" "3R"
"11343" "ScA8VGg_76;HRSCAF=120" "LOC110188621" "3R"
"11344" "ScA8VGg_76;HRSCAF=120" "LOC110188618" "3R"
"11345" "ScA8VGg_76;HRSCAF=120" "LOC110188620" "3R"
"11346" "ScA8VGg_76;HRSCAF=120" "LOC110188616" "3R"
"11347" "ScA8VGg_76;HRSCAF=120" "LOC110188615" "3R"
"11348" "ScA8VGg_76;HRSCAF=120" "LOC110188614" "3R"
"11349" "ScA8VGg_76;HRSCAF=120" "LOC110188617" "3R"
"11350" "ScA8VGg_76;HRSCAF=120" "LOC110188279" "3R"
"11351" "ScA8VGg_76;HRSCAF=120" "LOC110188671" "3R"
"11352" "ScA8VGg_76;HRSCAF=120" "LOC110188266" "3R"
"11353" "ScA8VGg_76;HRSCAF=120" "LOC110188265" "3R"
"11354" "ScA8VGg_76;HRSCAF=120" "LOC110188541" "3R"
"11355" "ScA8VGg_76;HRSCAF=120" "LOC110188542" "3R"
"11356" "ScA8VGg_76;HRSCAF=120" "LOC110188534" "3R"
"11357" "ScA8VGg_76;HRSCAF=120" "LOC110188557" "3R"
"11358" "ScA8VGg_76;HRSCAF=120" "LOC110188316" "3R"
"11359" "ScA8VGg_76;HRSCAF=120" "LOC110188372" "3R"
"11360" "ScA8VGg_76;HRSCAF=120" "LOC110188391" "3R"
"11361" "ScA8VGg_76;HRSCAF=120" "LOC110188249" "3R"
"11362" "ScA8VGg_76;HRSCAF=120" "LOC110188377" "3R"
"11363" "ScA8VGg_76;HRSCAF=120" "LOC110188378" "3R"
"11364" "ScA8VGg_76;HRSCAF=120" "LOC110188349" "3R"
"11365" "ScA8VGg_76;HRSCAF=120" "LOC110188346" "3R"
"11366" "ScA8VGg_76;HRSCAF=120" "LOC110188348" "3R"
"11367" "ScA8VGg_76;HRSCAF=120" "LOC110188292" "3R"
"11368" "ScA8VGg_76;HRSCAF=120" "LOC110188411" "3R"
"11369" "ScA8VGg_76;HRSCAF=120" "LOC110188431" "3R"
"11370" "ScA8VGg_76;HRSCAF=120" "LOC110188306" "3R"
"11371" "ScA8VGg_76;HRSCAF=120" "LOC110188742" "3R"
"11372" "ScA8VGg_76;HRSCAF=120" "LOC110188745" "3R"
"11373" "ScA8VGg_76;HRSCAF=120" "LOC110188738" "3R"
"11374" "ScA8VGg_76;HRSCAF=120" "LOC110188744" "3R"
"11375" "ScA8VGg_76;HRSCAF=120" "LOC110188430" "3R"
"11376" "ScA8VGg_76;HRSCAF=120" "LOC110188741" "3R"
"11377" "ScA8VGg_76;HRSCAF=120" "LOC110188740" "3R"
"11378" "ScA8VGg_76;HRSCAF=120" "LOC110188739" "3R"
"11379" "ScA8VGg_76;HRSCAF=120" "LOC110188426" "3R"
"11380" "ScA8VGg_76;HRSCAF=120" "LOC110188314" "3R"
"11381" "ScA8VGg_76;HRSCAF=120" "LOC110188567" "3R"
"11382" "ScA8VGg_76;HRSCAF=120" "LOC110188254" "3R"
"11383" "ScA8VGg_76;HRSCAF=120" "LOC110188253" "3R"
"11384" "ScA8VGg_76;HRSCAF=120" "LOC110188257" "3R"
"11385" "ScA8VGg_76;HRSCAF=120" "LOC110188255" "3R"
"11386" "ScA8VGg_76;HRSCAF=120" "LOC110188258" "3R"
"11387" "ScA8VGg_76;HRSCAF=120" "LOC110188252" "3R"
"11388" "ScA8VGg_76;HRSCAF=120" "LOC110188256" "3R"
"11389" "ScA8VGg_76;HRSCAF=120" "LOC110188404" "3R"
"11390" "ScA8VGg_76;HRSCAF=120" "LOC110188207" "3R"
"11391" "ScA8VGg_76;HRSCAF=120" "LOC110188208" "3R"
"11392" "ScA8VGg_76;HRSCAF=120" "LOC110188468" "3R"
"11393" "ScA8VGg_76;HRSCAF=120" "LOC110188234" "3R"
"11394" "ScA8VGg_76;HRSCAF=120" "LOC110188235" "3R"
"11395" "ScA8VGg_76;HRSCAF=120" "LOC110188280" "3R"
"11396" "ScA8VGg_76;HRSCAF=120" "LOC110188282" "3R"
"11397" "ScA8VGg_76;HRSCAF=120" "LOC110188281" "3R"
"11398" "ScA8VGg_76;HRSCAF=120" "LOC110188708" "3R"
"11399" "ScA8VGg_76;HRSCAF=120" "LOC110188710" "3R"
"11400" "ScA8VGg_76;HRSCAF=120" "LOC110188709" "3R"
"11401" "ScA8VGg_76;HRSCAF=120" "LOC110188707" "3R"
"11402" "ScA8VGg_76;HRSCAF=120" "LOC110188706" "3R"
"11403" "ScA8VGg_76;HRSCAF=120" "LOC110188425" "3R"
"11404" "ScA8VGg_76;HRSCAF=120" "LOC110188711" "3R"
"11405" "ScA8VGg_76;HRSCAF=120" "LOC110188712" "3R"
"11406" "ScA8VGg_76;HRSCAF=120" "LOC110187947" "3R"
"11407" "ScA8VGg_76;HRSCAF=120" "LOC110187622" "3R"
"11408" "ScA8VGg_76;HRSCAF=120" "LOC110187620" "3R"
"11409" "ScA8VGg_76;HRSCAF=120" "LOC110187621" "3R"
"11410" "ScA8VGg_76;HRSCAF=120" "LOC110187799" "3R"
"11411" "ScA8VGg_76;HRSCAF=120" "LOC110187800" "3R"
"11412" "ScA8VGg_76;HRSCAF=120" "LOC110187878" "3R"
"11413" "ScA8VGg_76;HRSCAF=120" "LOC110187790" "3R"
"11414" "ScA8VGg_76;HRSCAF=120" "LOC110187789" "3R"
"11415" "ScA8VGg_76;HRSCAF=120" "LOC110187788" "3R"
"11416" "ScA8VGg_76;HRSCAF=120" "LOC110187890" "3R"
"11417" "ScA8VGg_76;HRSCAF=120" "LOC110187887" "3R"
"11418" "ScA8VGg_76;HRSCAF=120" "LOC110187888" "3R"
"11419" "ScA8VGg_76;HRSCAF=120" "LOC110188051" "3R"
"11420" "ScA8VGg_76;HRSCAF=120" "LOC110188050" "3R"
"11421" "ScA8VGg_76;HRSCAF=120" "LOC110188049" "3R"
"11422" "ScA8VGg_76;HRSCAF=120" "LOC110187882" "3R"
"11423" "ScA8VGg_76;HRSCAF=120" "LOC110187831" "3R"
"11424" "ScA8VGg_76;HRSCAF=120" "LOC110187720" "3R"
"11425" "ScA8VGg_76;HRSCAF=120" "LOC110187871" "3R"
"11426" "ScA8VGg_76;HRSCAF=120" "LOC110188100" "3R"
"11427" "ScA8VGg_76;HRSCAF=120" "LOC110188006" "3R"
"11428" "ScA8VGg_76;HRSCAF=120" "LOC110188005" "3R"
"11429" "ScA8VGg_76;HRSCAF=120" "LOC110187872" "3R"
"11430" "ScA8VGg_76;HRSCAF=120" "LOC110188083" "3R"
"11431" "ScA8VGg_76;HRSCAF=120" "LOC110188086" "3R"
"11432" "ScA8VGg_76;HRSCAF=120" "LOC110188085" "3R"
"11433" "ScA8VGg_76;HRSCAF=120" "LOC110188084" "3R"
"11434" "ScA8VGg_76;HRSCAF=120" "LOC110187818" "3R"
"11435" "ScA8VGg_76;HRSCAF=120" "LOC110187689" "3R"
"11436" "ScA8VGg_76;HRSCAF=120" "LOC110187690" "3R"
"11437" "ScA8VGg_76;HRSCAF=120" "LOC110187982" "3R"
"11438" "ScA8VGg_76;HRSCAF=120" "LOC110187981" "3R"
"11439" "ScA8VGg_76;HRSCAF=120" "LOC110187618" "3R"
"11440" "ScA8VGg_76;HRSCAF=120" "LOC110187619" "3R"
"11441" "ScA8VGg_76;HRSCAF=120" "LOC110187617" "3R"
"11442" "ScA8VGg_76;HRSCAF=120" "LOC110187721" "3R"
"11443" "ScA8VGg_76;HRSCAF=120" "LOC110188040" "3R"
"11444" "ScA8VGg_76;HRSCAF=120" "LOC110187959" "3R"
"11445" "ScA8VGg_76;HRSCAF=120" "LOC110187908" "3R"
"11446" "ScA8VGg_76;HRSCAF=120" "LOC110187702" "3R"
"11447" "ScA8VGg_76;HRSCAF=120" "LOC110187703" "3R"
"11448" "ScA8VGg_76;HRSCAF=120" "LOC110187778" "3R"
"11449" "ScA8VGg_76;HRSCAF=120" "LOC110187758" "3R"
"11450" "ScA8VGg_76;HRSCAF=120" "LOC110187856" "3R"
"11451" "ScA8VGg_76;HRSCAF=120" "LOC110188004" "3R"
"11452" "ScA8VGg_76;HRSCAF=120" "LOC110187692" "3R"
"11453" "ScA8VGg_76;HRSCAF=120" "LOC110187858" "3R"
"11454" "ScA8VGg_76;HRSCAF=120" "LOC110187786" "3R"
"11455" "ScA8VGg_76;HRSCAF=120" "LOC110187807" "3R"
"11456" "ScA8VGg_76;HRSCAF=120" "LOC110187810" "3R"
"11457" "ScA8VGg_76;HRSCAF=120" "LOC110187809" "3R"
"11458" "ScA8VGg_76;HRSCAF=120" "LOC110187808" "3R"
"11459" "ScA8VGg_76;HRSCAF=120" "LOC110188044" "3R"
"11460" "ScA8VGg_76;HRSCAF=120" "LOC110188135" "3R"
"11461" "ScA8VGg_76;HRSCAF=120" "LOC110188140" "3R"
"11462" "ScA8VGg_76;HRSCAF=120" "LOC110188133" "3R"
"11463" "ScA8VGg_76;HRSCAF=120" "LOC110188138" "3R"
"11464" "ScA8VGg_76;HRSCAF=120" "LOC110188137" "3R"
"11465" "ScA8VGg_76;HRSCAF=120" "LOC110188139" "3R"
"11466" "ScA8VGg_76;HRSCAF=120" "LOC110188132" "3R"
"11467" "ScA8VGg_76;HRSCAF=120" "LOC110188134" "3R"
"11468" "ScA8VGg_76;HRSCAF=120" "LOC110188141" "3R"
"11469" "ScA8VGg_76;HRSCAF=120" "LOC110187723" "3R"
"11470" "ScA8VGg_76;HRSCAF=120" "LOC110187722" "3R"
"11471" "ScA8VGg_76;HRSCAF=120" "LOC110187712" "3R"
"11472" "ScA8VGg_76;HRSCAF=120" "LOC110187713" "3R"
"11473" "ScA8VGg_76;HRSCAF=120" "LOC110187714" "3R"
"11474" "ScA8VGg_76;HRSCAF=120" "LOC110187627" "3R"
"11475" "ScA8VGg_76;HRSCAF=120" "LOC110187628" "3R"
"11476" "ScA8VGg_76;HRSCAF=120" "LOC110187737" "3R"
"11477" "ScA8VGg_76;HRSCAF=120" "LOC110187725" "3R"
"11478" "ScA8VGg_76;HRSCAF=120" "LOC110187911" "3R"
"11479" "ScA8VGg_76;HRSCAF=120" "LOC110187695" "3R"
"11480" "ScA8VGg_76;HRSCAF=120" "LOC110188125" "3R"
"11481" "ScA8VGg_76;HRSCAF=120" "LOC110188126" "3R"
"11482" "ScA8VGg_76;HRSCAF=120" "LOC110188131" "3R"
"11483" "ScA8VGg_76;HRSCAF=120" "LOC110188130" "3R"
"11484" "ScA8VGg_76;HRSCAF=120" "LOC110188127" "3R"
"11485" "ScA8VGg_76;HRSCAF=120" "LOC110188128" "3R"
"11486" "ScA8VGg_76;HRSCAF=120" "LOC110187846" "3R"
"11487" "ScA8VGg_76;HRSCAF=120" "LOC110187873" "3R"
"11488" "ScA8VGg_76;HRSCAF=120" "LOC110187861" "3R"
"11489" "ScA8VGg_76;HRSCAF=120" "LOC110187883" "3R"
"11490" "ScA8VGg_76;HRSCAF=120" "LOC110187886" "3R"
"11491" "ScA8VGg_76;HRSCAF=120" "LOC110187892" "3R"
"11492" "ScA8VGg_76;HRSCAF=120" "LOC110187812" "3R"
"11493" "ScA8VGg_76;HRSCAF=120" "LOC110187817" "3R"
"11494" "ScA8VGg_76;HRSCAF=120" "LOC110187757" "3R"
"11495" "ScA8VGg_76;HRSCAF=120" "LOC110187828" "3R"
"11496" "ScA8VGg_76;HRSCAF=120" "LOC110188001" "3R"
"11497" "ScA8VGg_76;HRSCAF=120" "LOC110188000" "3R"
"11498" "ScA8VGg_76;HRSCAF=120" "LOC110187741" "3R"
"11499" "ScA8VGg_76;HRSCAF=120" "LOC110187738" "3R"
"11500" "ScA8VGg_76;HRSCAF=120" "LOC110187826" "3R"
"11501" "ScA8VGg_76;HRSCAF=120" "LOC110187827" "3R"
"11502" "ScA8VGg_76;HRSCAF=120" "LOC110187804" "3R"
"11503" "ScA8VGg_76;HRSCAF=120" "LOC110188082" "3R"
"11504" "ScA8VGg_76;HRSCAF=120" "LOC110188080" "3R"
"11505" "ScA8VGg_76;HRSCAF=120" "LOC110188081" "3R"
"11506" "ScA8VGg_76;HRSCAF=120" "LOC110188079" "3R"
"11507" "ScA8VGg_76;HRSCAF=120" "LOC110187998" "3R"
"11508" "ScA8VGg_76;HRSCAF=120" "LOC110188143" "3R"
"11509" "ScA8VGg_76;HRSCAF=120" "LOC110188144" "3R"
"11510" "ScA8VGg_76;HRSCAF=120" "LOC110188142" "3R"
"11511" "ScA8VGg_76;HRSCAF=120" "LOC110187642" "3R"
"11512" "ScA8VGg_76;HRSCAF=120" "LOC110187750" "3R"
"11513" "ScA8VGg_76;HRSCAF=120" "LOC110187749" "3R"
"11514" "ScA8VGg_76;HRSCAF=120" "LOC110188017" "3R"
"11515" "ScA8VGg_76;HRSCAF=120" "LOC110188018" "3R"
"11516" "ScA8VGg_76;HRSCAF=120" "LOC110187996" "3R"
"11517" "ScA8VGg_76;HRSCAF=120" "LOC110187623" "3R"
"11518" "ScA8VGg_76;HRSCAF=120" "LOC110187630" "3R"
"11519" "ScA8VGg_76;HRSCAF=120" "LOC110187631" "3R"
"11520" "ScA8VGg_76;HRSCAF=120" "LOC110187633" "3R"
"11521" "ScA8VGg_76;HRSCAF=120" "LOC110187632" "3R"
"11522" "ScA8VGg_76;HRSCAF=120" "LOC110187835" "3R"
"11523" "ScA8VGg_76;HRSCAF=120" "LOC110187834" "3R"
"11524" "ScA8VGg_76;HRSCAF=120" "LOC110187836" "3R"
"11525" "ScA8VGg_76;HRSCAF=120" "LOC110187866" "3R"
"11526" "ScA8VGg_76;HRSCAF=120" "LOC110187865" "3R"
"11527" "ScA8VGg_76;HRSCAF=120" "LOC110187864" "3R"
"11528" "ScA8VGg_76;HRSCAF=120" "LOC110187842" "3R"
"11529" "ScA8VGg_76;HRSCAF=120" "LOC110187841" "3R"
"11530" "ScA8VGg_76;HRSCAF=120" "LOC110187783" "3R"
"11531" "ScA8VGg_76;HRSCAF=120" "LOC110188064" "3R"
"11532" "ScA8VGg_76;HRSCAF=120" "LOC110188066" "3R"
"11533" "ScA8VGg_76;HRSCAF=120" "LOC110188065" "3R"
"11534" "ScA8VGg_76;HRSCAF=120" "LOC110188068" "3R"
"11535" "ScA8VGg_76;HRSCAF=120" "LOC110187724" "3R"
"11536" "ScA8VGg_76;HRSCAF=120" "LOC110187869" "3R"
"11537" "ScA8VGg_76;HRSCAF=120" "LOC110187870" "3R"
"11538" "ScA8VGg_76;HRSCAF=120" "LOC110187867" "3R"
"11539" "ScA8VGg_76;HRSCAF=120" "LOC110187745" "3R"
"11540" "ScA8VGg_76;HRSCAF=120" "LOC110187746" "3R"
"11541" "ScA8VGg_76;HRSCAF=120" "LOC110187891" "3R"
"11542" "ScA8VGg_76;HRSCAF=120" "LOC110187900" "3R"
"11543" "ScA8VGg_76;HRSCAF=120" "LOC110187913" "3R"
"11544" "ScA8VGg_76;HRSCAF=120" "LOC110188123" "3R"
"11545" "ScA8VGg_76;HRSCAF=120" "LOC110188124" "3R"
"11546" "ScA8VGg_76;HRSCAF=120" "LOC110187639" "3R"
"11547" "ScA8VGg_76;HRSCAF=120" "LOC110187995" "3R"
"11548" "ScA8VGg_76;HRSCAF=120" "LOC110187999" "3R"
"11549" "ScA8VGg_76;HRSCAF=120" "LOC110187997" "3R"
"11550" "ScA8VGg_76;HRSCAF=120" "LOC110187985" "3R"
"11551" "ScA8VGg_76;HRSCAF=120" "LOC110188052" "3R"
"11552" "ScA8VGg_76;HRSCAF=120" "LOC110188048" "3R"
"11553" "ScA8VGg_76;HRSCAF=120" "LOC110188109" "3R"
"11554" "ScA8VGg_76;HRSCAF=120" "LOC110188108" "3R"
"11555" "ScA8VGg_76;HRSCAF=120" "LOC110187994" "3R"
"11556" "ScA8VGg_76;HRSCAF=120" "LOC110187993" "3R"
"11557" "ScA8VGg_76;HRSCAF=120" "LOC110187992" "3R"
"11558" "ScA8VGg_76;HRSCAF=120" "LOC110188036" "3R"
"11559" "ScA8VGg_76;HRSCAF=120" "LOC110187731" "3R"
"11560" "ScA8VGg_76;HRSCAF=120" "LOC110187991" "3R"
"11561" "ScA8VGg_76;HRSCAF=120" "LOC110188059" "3R"
"11562" "ScA8VGg_76;HRSCAF=120" "LOC110187987" "3R"
